test_id,proof_level,pytest_selectors,evidence_files,qualification_scope,rationale
TST-V44-030,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-031,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-032,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-033,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-034,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-035,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-036,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-037,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-038,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-039,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-040,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-041,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-042,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-043,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-044,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-045,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-046,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-047,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-048,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-049,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-050,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-051,partial,,tests/integration/test_autonomous_installers.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-052,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-053,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-054,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-055,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-056,partial,,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-057,partial,,tests/integration/test_rsot_canonical_contract.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-058,partial,,tests/unit/test_gate14_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-059,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-060,partial,,src/openinfra/domain/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-061,partial,,src/openinfra/application/licensing_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-062,partial,,src/openinfra/infrastructure/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-001,external,,src/openinfra/infrastructure/postgresql.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V45-002,partial,,src/openinfra/infrastructure/oracle.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-003,partial,,src/openinfra/interfaces/cli.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-004,partial,,src/openinfra/interfaces/http_api.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-005,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-006,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-007,external,,src/openinfra/application/security_services.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V45-008,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-009,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-010,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-011,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V45-012,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-001,external,,installers/setup/installer_runtime.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-002,external,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-003,external,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-004,external,,docs/api/openapi.yaml,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-005,external,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-006,external,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-007,external,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-008,external,,docs/release/offline-runtime-licensing-promotion-policy.json,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-AUTH-009,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-010,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-011,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-012,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-013,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-014,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-015,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-016,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-017,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-AUTH-018,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-001,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-002,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-003,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-004,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-005,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-006,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-007,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-008,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-009,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-010,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-011,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-012,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-013,partial,,tests/integration/test_autonomous_installers.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-SYS-014,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-001,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-002,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-003,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-004,partial,,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-005,partial,,tests/integration/test_rsot_canonical_contract.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-006,partial,,tests/unit/test_gate14_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-007,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-008,partial,,src/openinfra/domain/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-009,partial,,src/openinfra/application/licensing_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-010,partial,,src/openinfra/infrastructure/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-011,partial,,src/openinfra/infrastructure/postgresql.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-012,partial,,src/openinfra/infrastructure/oracle.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-013,partial,,src/openinfra/interfaces/cli.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-LVM-014,partial,,src/openinfra/interfaces/http_api.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-001,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-002,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-003,partial,,src/openinfra/application/security_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-004,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-005,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-006,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-007,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-008,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-009,partial,,installers/setup/installer_runtime.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-010,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-011,partial,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-012,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-013,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-014,partial,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-015,partial,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-016,partial,,docs/release/offline-runtime-licensing-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-017,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-018,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-019,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-020,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-021,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-022,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-023,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-STOR-024,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-001,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-002,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-003,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-004,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-005,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-006,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-007,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-008,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-009,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-010,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-011,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-012,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-013,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REPL-014,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-001,partial,,tests/integration/test_autonomous_installers.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-002,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-003,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-004,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-005,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-006,partial,,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-007,partial,,tests/integration/test_rsot_canonical_contract.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-008,partial,,tests/unit/test_gate14_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-009,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-010,partial,,src/openinfra/domain/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-011,partial,,src/openinfra/application/licensing_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-012,partial,,src/openinfra/infrastructure/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-013,partial,,src/openinfra/infrastructure/postgresql.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-MSITE-014,partial,,src/openinfra/infrastructure/oracle.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-001,partial,,src/openinfra/interfaces/cli.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-002,partial,,src/openinfra/interfaces/http_api.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-003,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-004,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-005,partial,,src/openinfra/application/security_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-006,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-007,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-008,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-009,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-010,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-011,partial,,installers/setup/installer_runtime.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-012,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-013,partial,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-014,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-015,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-016,partial,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-017,partial,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-018,partial,,docs/release/offline-runtime-licensing-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-019,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-020,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-021,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-022,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-023,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-024,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-025,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-026,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-027,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-028,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-029,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-030,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-031,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-032,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-033,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-034,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-035,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-036,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-037,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-INICFG-038,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
